,soltype
19103,Kepler Project Candidate (q1_q17_dr25_koi)
19104,Kepler Project Candidate (q1_q17_dr24_koi)
19105,Published Confirmed
19106,Kepler Project Candidate (q1_q8_koi)
19107,Published Confirmed
19108,Published Confirmed
19109,Kepler Project Candidate (q1_q16_koi)
19110,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19111,Published Confirmed
19112,Kepler Project Candidate (q1_q12_koi)
19113,Published Confirmed
19114,Kepler Project Candidate (q1_q8_koi)
19115,Kepler Project Candidate (q1_q16_koi)
19116,Kepler Project Candidate (q1_q17_dr25_koi)
19117,Published Confirmed
19118,Published Confirmed
19119,Kepler Project Candidate (q1_q17_dr24_koi)
19120,Published Confirmed
19121,Published Confirmed
19122,Published Confirmed
19123,Kepler Project Candidate (q1_q12_koi)
19124,Published Confirmed
19125,Kepler Project Candidate (q1_q17_dr25_koi)
19126,Kepler Project Candidate (q1_q17_dr24_koi)
19127,Kepler Project Candidate (q1_q8_koi)
19128,Kepler Project Candidate (q1_q16_koi)
19129,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19130,Published Confirmed
19131,Published Confirmed
19132,Published Confirmed
19133,Kepler Project Candidate (q1_q12_koi)
19134,Published Confirmed
19135,Kepler Project Candidate (q1_q17_dr25_koi)
19136,Kepler Project Candidate (q1_q16_koi)
19137,Published Confirmed
19138,Published Confirmed
19139,Published Confirmed
19140,Published Confirmed
19141,Kepler Project Candidate (q1_q17_dr24_koi)
19142,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19143,Published Confirmed
19144,Kepler Project Candidate (q1_q8_koi)
19145,Published Confirmed
19146,Kepler Project Candidate (q1_q12_koi)
19147,Published Confirmed
19148,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19149,Kepler Project Candidate (q1_q16_koi)
19150,Published Confirmed
19151,Published Confirmed
19152,Published Confirmed
19153,Published Confirmed
19154,Published Confirmed
19155,Kepler Project Candidate (q1_q17_dr24_koi)
19156,Kepler Project Candidate (q1_q17_dr25_koi)
19157,Kepler Project Candidate (q1_q8_koi)
19158,Published Confirmed
19159,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19160,Published Confirmed
19161,Published Confirmed
19162,Published Confirmed
19163,Published Confirmed
19164,Kepler Project Candidate (q1_q12_koi)
19165,Kepler Project Candidate (q1_q16_koi)
19166,Published Confirmed
19167,Kepler Project Candidate (q1_q17_dr25_koi)
19168,Kepler Project Candidate (q1_q17_dr24_koi)
19169,Kepler Project Candidate (q1_q8_koi)
19170,Published Confirmed
19171,Published Confirmed
19172,Published Confirmed
19173,Published Confirmed
19174,Kepler Project Candidate (q1_q8_koi)
19175,Kepler Project Candidate (q1_q16_koi)
19176,Kepler Project Candidate (q1_q17_dr25_koi)
19177,Published Confirmed
19178,Published Confirmed
19179,Kepler Project Candidate (q1_q12_koi)
19180,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19181,Published Confirmed
19182,Published Confirmed
19183,Kepler Project Candidate (q1_q17_dr24_koi)
19184,Published Confirmed
19185,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19186,Published Confirmed
19187,Published Confirmed
19188,Kepler Project Candidate (q1_q16_koi)
19189,Kepler Project Candidate (q1_q17_dr24_koi)
19190,Kepler Project Candidate (q1_q17_dr25_koi)
19191,Published Confirmed
19192,Published Confirmed
19193,Kepler Project Candidate (q1_q12_koi)
19194,Kepler Project Candidate (q1_q8_koi)
19195,Published Confirmed
19196,Published Confirmed
19197,Kepler Project Candidate (q1_q17_dr24_koi)
19198,Published Confirmed
19199,Published Confirmed
19200,Kepler Project Candidate (q1_q17_dr25_koi)
19201,Kepler Project Candidate (q1_q16_koi)
19202,Published Confirmed
19203,Kepler Project Candidate (q1_q12_koi)
19204,Published Confirmed
19205,Kepler Project Candidate (q1_q8_koi)
19206,Published Confirmed
19207,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19208,Published Confirmed
19209,Published Confirmed
19210,Published Confirmed
19211,Published Confirmed
19212,Kepler Project Candidate (q1_q17_dr25_koi)
19213,Kepler Project Candidate (q1_q8_koi)
19214,Published Confirmed
19215,Published Confirmed
19216,Kepler Project Candidate (q1_q17_dr24_koi)
19217,Kepler Project Candidate (q1_q16_koi)
19218,Kepler Project Candidate (q1_q12_koi)
19219,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19220,Kepler Project Candidate (q1_q8_koi)
19221,Published Confirmed
19222,Published Confirmed
19223,Kepler Project Candidate (q1_q17_dr25_koi)
19224,Published Confirmed
19225,Published Confirmed
19226,Kepler Project Candidate (q1_q17_dr24_koi)
19227,Kepler Project Candidate (q1_q16_koi)
19228,Kepler Project Candidate (q1_q12_koi)
19229,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19230,Published Confirmed
19231,Kepler Project Candidate (q1_q12_koi)
19232,Published Confirmed
19233,Published Confirmed
19234,Published Confirmed
19235,Published Confirmed
19236,Kepler Project Candidate (q1_q16_koi)
19237,Kepler Project Candidate (q1_q8_koi)
19238,Published Confirmed
19239,Kepler Project Candidate (q1_q17_dr25_koi)
19240,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19241,Kepler Project Candidate (q1_q17_dr24_koi)
19242,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19243,Kepler Project Candidate (q1_q12_koi)
19244,Published Confirmed
19245,Published Confirmed
19246,Published Confirmed
19247,Kepler Project Candidate (q1_q17_dr25_koi)
19248,Published Confirmed
19249,Kepler Project Candidate (q1_q8_koi)
19250,Kepler Project Candidate (q1_q16_koi)
19251,Published Confirmed
19252,Kepler Project Candidate (q1_q17_dr24_koi)
19253,Kepler Project Candidate (q1_q12_koi)
19254,Published Confirmed
19255,Kepler Project Candidate (q1_q17_dr24_koi)
19256,Published Confirmed
19257,Published Confirmed
19258,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19259,Kepler Project Candidate (q1_q8_koi)
19260,Kepler Project Candidate (q1_q17_dr25_koi)
19261,Published Confirmed
19262,Kepler Project Candidate (q1_q16_koi)
19263,Published Confirmed
19264,Kepler Project Candidate (q1_q17_dr24_koi)
19265,Kepler Project Candidate (q1_q16_koi)
19266,Published Confirmed
19267,Published Confirmed
19268,Kepler Project Candidate (q1_q8_koi)
19269,Kepler Project Candidate (q1_q12_koi)
19270,Published Confirmed
19271,Published Confirmed
19272,Kepler Project Candidate (q1_q17_dr25_koi)
19273,Published Confirmed
19274,Published Confirmed
19275,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19276,Kepler Project Candidate (q1_q17_dr24_koi)
19277,Published Confirmed
19278,Kepler Project Candidate (q1_q8_koi)
19279,Published Confirmed
19280,Published Confirmed
19281,Published Confirmed
19282,Kepler Project Candidate (q1_q16_koi)
19283,Published Confirmed
19284,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19285,Published Confirmed
19286,Kepler Project Candidate (q1_q17_dr25_koi)
19287,Published Confirmed
19288,Kepler Project Candidate (q1_q12_koi)
19289,Published Confirmed
19290,Kepler Project Candidate (q1_q8_koi)
19291,Kepler Project Candidate (q1_q12_koi)
19292,Published Confirmed
19293,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19294,Published Confirmed
19295,Kepler Project Candidate (q1_q16_koi)
19296,Published Confirmed
19297,Kepler Project Candidate (q1_q17_dr24_koi)
19298,Published Confirmed
19299,Kepler Project Candidate (q1_q17_dr25_koi)
19300,Published Confirmed
19301,Kepler Project Candidate (q1_q8_koi)
19302,Published Confirmed
19303,Published Confirmed
19304,Published Confirmed
19305,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19306,Kepler Project Candidate (q1_q16_koi)
19307,Published Confirmed
19308,Kepler Project Candidate (q1_q17_dr25_koi)
19309,Published Confirmed
19310,Kepler Project Candidate (q1_q17_dr24_koi)
19311,Kepler Project Candidate (q1_q12_koi)
19312,Published Confirmed
19313,Published Confirmed
19314,Kepler Project Candidate (q1_q12_koi)
19315,Kepler Project Candidate (q1_q17_dr24_koi)
19316,Published Confirmed
19317,Published Confirmed
19318,Kepler Project Candidate (q1_q16_koi)
19319,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19320,Kepler Project Candidate (q1_q8_koi)
19321,Kepler Project Candidate (q1_q17_dr25_koi)
19322,Published Confirmed
19323,Published Confirmed
19324,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19325,Published Confirmed
19326,Published Confirmed
19327,Kepler Project Candidate (q1_q16_koi)
19328,Kepler Project Candidate (q1_q12_koi)
19329,Kepler Project Candidate (q1_q8_koi)
19330,Kepler Project Candidate (q1_q17_dr24_koi)
19331,Published Confirmed
19332,Published Confirmed
19333,Kepler Project Candidate (q1_q17_dr25_koi)
19334,Kepler Project Candidate (q1_q8_koi)
19335,Published Confirmed
19336,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19337,Published Confirmed
19338,Kepler Project Candidate (q1_q12_koi)
19339,Published Confirmed
19340,Published Confirmed
19341,Published Confirmed
19342,Kepler Project Candidate (q1_q17_dr25_koi)
19343,Kepler Project Candidate (q1_q17_dr24_koi)
19344,Kepler Project Candidate (q1_q16_koi)
19345,Published Confirmed
19346,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19347,Kepler Project Candidate (q1_q17_dr25_koi)
19348,Published Confirmed
19349,Kepler Project Candidate (q1_q12_koi)
19350,Published Confirmed
19351,Published Confirmed
19352,Kepler Project Candidate (q1_q8_koi)
19353,Kepler Project Candidate (q1_q16_koi)
19354,Published Confirmed
19355,Kepler Project Candidate (q1_q17_dr24_koi)
19356,Kepler Project Candidate (q1_q16_koi)
19357,Kepler Project Candidate (q1_q12_koi)
19358,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19359,Published Confirmed
19360,Published Confirmed
19361,Published Confirmed
19362,Published Confirmed
19363,Published Confirmed
19364,Kepler Project Candidate (q1_q17_dr25_koi)
19365,Kepler Project Candidate (q1_q17_dr24_koi)
19366,Kepler Project Candidate (q1_q8_koi)
19367,Published Confirmed
19368,Published Confirmed
19369,Kepler Project Candidate (q1_q16_koi)
19370,Kepler Project Candidate (q1_q12_koi)
19371,Kepler Project Candidate (q1_q8_koi)
19372,Published Confirmed
19373,Published Confirmed
19374,Published Confirmed
19375,Published Confirmed
19376,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19377,Kepler Project Candidate (q1_q17_dr24_koi)
19378,Published Confirmed
19379,Published Confirmed
19380,Kepler Project Candidate (q1_q17_dr25_koi)
19381,Published Confirmed
19382,Published Confirmed
19383,Published Confirmed
19384,Kepler Project Candidate (q1_q12_koi)
19385,Kepler Project Candidate (q1_q8_koi)
19386,Published Confirmed
19387,Kepler Project Candidate (q1_q17_dr25_koi)
19388,Published Confirmed
19389,Kepler Project Candidate (q1_q16_koi)
19390,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19391,Published Confirmed
19392,Published Confirmed
19393,Kepler Project Candidate (q1_q17_dr24_koi)
19394,Published Confirmed
19395,Published Confirmed
19396,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19397,Kepler Project Candidate (q1_q17_dr25_koi)
19398,Published Confirmed
19399,Published Confirmed
19400,Published Confirmed
19401,Kepler Project Candidate (q1_q12_koi)
19402,Kepler Project Candidate (q1_q17_dr24_koi)
19403,Published Confirmed
19404,Kepler Project Candidate (q1_q8_koi)
19405,Kepler Project Candidate (q1_q16_koi)
19406,Published Confirmed
19407,Kepler Project Candidate (q1_q17_dr25_koi)
19408,Kepler Project Candidate (q1_q16_koi)
19409,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19410,Kepler Project Candidate (q1_q8_koi)
19411,Published Confirmed
19412,Published Confirmed
19413,Published Confirmed
19414,Kepler Project Candidate (q1_q12_koi)
19415,Kepler Project Candidate (q1_q17_dr24_koi)
19416,Published Confirmed
19417,Kepler Project Candidate (q1_q12_koi)
19418,Published Confirmed
19419,Kepler Project Candidate (q1_q8_koi)
19420,Published Confirmed
19421,Kepler Project Candidate (q1_q17_dr25_koi)
19422,Published Confirmed
19423,Kepler Project Candidate (q1_q17_dr24_koi)
19424,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19425,Kepler Project Candidate (q1_q16_koi)
19426,Published Confirmed
19427,Published Confirmed
19428,Published Confirmed
19429,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19430,Kepler Project Candidate (q1_q8_koi)
19431,Kepler Project Candidate (q1_q12_koi)
19432,Kepler Project Candidate (q1_q16_koi)
19433,Published Confirmed
19434,Kepler Project Candidate (q1_q17_dr24_koi)
19435,Published Confirmed
19436,Published Confirmed
19437,Kepler Project Candidate (q1_q17_dr25_koi)
19438,Kepler Project Candidate (q1_q16_koi)
19439,Published Confirmed
19440,Published Confirmed
19441,Kepler Project Candidate (q1_q8_koi)
19442,Kepler Project Candidate (q1_q12_koi)
19443,Published Confirmed
19444,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19445,Kepler Project Candidate (q1_q17_dr24_koi)
19446,Kepler Project Candidate (q1_q17_dr25_koi)
19447,Published Confirmed
19448,Kepler Project Candidate (q1_q16_koi)
19449,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19450,Kepler Project Candidate (q1_q12_koi)
19451,Published Confirmed
19452,Published Confirmed
19453,Published Confirmed
19454,Published Confirmed
19455,Kepler Project Candidate (q1_q17_dr24_koi)
19456,Kepler Project Candidate (q1_q17_dr25_koi)
19457,Published Confirmed
19458,Kepler Project Candidate (q1_q8_koi)
19459,Published Confirmed
19460,Kepler Project Candidate (q1_q17_dr25_koi)
19461,Kepler Project Candidate (q1_q8_koi)
19462,Kepler Project Candidate (q1_q12_koi)
19463,Kepler Project Candidate (q1_q16_koi)
19464,Published Confirmed
19465,Published Confirmed
19466,Published Confirmed
19467,Published Confirmed
19468,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19469,Kepler Project Candidate (q1_q17_dr24_koi)
19470,Kepler Project Candidate (q1_q17_dr24_koi)
19471,Published Confirmed
19472,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19473,Kepler Project Candidate (q1_q12_koi)
19474,Kepler Project Candidate (q1_q8_koi)
19475,Published Confirmed
19476,Kepler Project Candidate (q1_q17_dr25_koi)
19477,Published Confirmed
19478,Published Confirmed
19479,Published Confirmed
19480,Kepler Project Candidate (q1_q16_koi)
19481,Kepler Project Candidate (q1_q8_koi)
19482,Published Confirmed
19483,Published Confirmed
19484,Published Confirmed
19485,Kepler Project Candidate (q1_q17_dr24_koi)
19486,Kepler Project Candidate (q1_q16_koi)
19487,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19488,Kepler Project Candidate (q1_q17_dr25_koi)
19489,Kepler Project Candidate (q1_q12_koi)
19490,Published Confirmed
19491,Published Confirmed
19492,Published Confirmed
19493,Kepler Project Candidate (q1_q17_dr24_koi)
19494,Kepler Project Candidate (q1_q16_koi)
19495,Kepler Project Candidate (q1_q8_koi)
19496,Kepler Project Candidate (q1_q12_koi)
19497,Published Confirmed
19498,Kepler Project Candidate (q1_q17_dr25_koi)
19499,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19500,Published Confirmed
19501,Published Confirmed
19502,Kepler Project Candidate (q1_q12_koi)
19503,Published Confirmed
19504,Published Confirmed
19505,Published Confirmed
19506,Published Confirmed
19507,Published Confirmed
19508,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19509,Kepler Project Candidate (q1_q17_dr25_koi)
19510,Published Confirmed
19511,Published Confirmed
19512,Kepler Project Candidate (q1_q17_dr24_koi)
19513,Kepler Project Candidate (q1_q16_koi)
19514,Published Confirmed
19515,Kepler Project Candidate (q1_q8_koi)
19516,Kepler Project Candidate (q1_q17_dr24_koi)
19517,Published Confirmed
19518,Kepler Project Candidate (q1_q17_dr25_koi)
19519,Kepler Project Candidate (q1_q16_koi)
19520,Published Confirmed
19521,Published Confirmed
19522,Kepler Project Candidate (q1_q8_koi)
19523,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19524,Kepler Project Candidate (q1_q12_koi)
19525,Published Confirmed
19526,Published Confirmed
19527,Published Confirmed
19528,Published Confirmed
19529,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19530,Kepler Project Candidate (q1_q17_dr24_koi)
19531,Published Confirmed
19532,Kepler Project Candidate (q1_q16_koi)
19533,Published Confirmed
19534,Published Confirmed
19535,Published Confirmed
19536,Kepler Project Candidate (q1_q12_koi)
19537,Published Confirmed
19538,Published Confirmed
19539,Published Confirmed
19540,Kepler Project Candidate (q1_q17_dr25_koi)
19541,Published Confirmed
19542,Kepler Project Candidate (q1_q8_koi)
19543,Published Confirmed
19544,Kepler Project Candidate (q1_q12_koi)
19545,Kepler Project Candidate (q1_q17_dr24_koi)
19546,Published Confirmed
19547,Published Confirmed
19548,Kepler Project Candidate (q1_q17_dr25_koi)
19549,Kepler Project Candidate (q1_q8_koi)
19550,Kepler Project Candidate (q1_q16_koi)
19551,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19552,Published Confirmed
19553,Published Confirmed
19554,Published Confirmed
19555,Kepler Project Candidate (q1_q12_koi)
19556,Published Confirmed
19557,Published Confirmed
19558,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19559,Published Confirmed
19560,Kepler Project Candidate (q1_q17_dr25_koi)
19561,Kepler Project Candidate (q1_q16_koi)
19562,Kepler Project Candidate (q1_q17_dr24_koi)
19563,Kepler Project Candidate (q1_q8_koi)
19564,Kepler Project Candidate (q1_q8_koi)
19565,Published Confirmed
19566,Kepler Project Candidate (q1_q16_koi)
19567,Published Confirmed
19568,Published Confirmed
19569,Published Confirmed
19570,Published Confirmed
19571,Published Confirmed
19572,Kepler Project Candidate (q1_q12_koi)
19573,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19574,Kepler Project Candidate (q1_q17_dr25_koi)
19575,Published Confirmed
19576,Kepler Project Candidate (q1_q17_dr24_koi)
19577,Published Confirmed
19578,Published Confirmed
19579,Published Confirmed
19580,Kepler Project Candidate (q1_q17_dr24_koi)
19581,Published Confirmed
19582,Published Confirmed
19583,Kepler Project Candidate (q1_q8_koi)
19584,Published Confirmed
19585,Kepler Project Candidate (q1_q17_dr25_koi)
19586,Kepler Project Candidate (q1_q12_koi)
19587,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19588,Published Confirmed
19589,Published Confirmed
19590,Published Confirmed
19591,Kepler Project Candidate (q1_q16_koi)
19592,Kepler Project Candidate (q1_q17_dr25_koi)
19593,Published Confirmed
19594,Kepler Project Candidate (q1_q17_dr25_sup_koi)
19595,Kepler Project Candidate (q1_q17_dr24_koi)
19596,Published Confirmed
19597,Kepler Project Candidate (q1_q16_koi)
